,tweet-id,timestamp,likes,replies,retweets,Bug_report,text
624,1.11787254892071e+18,2019-04-15 19:29:19,3,0,0,0,i hate being on social media this ti are of the year all snapshot and instagram stories are just full of coaches yes i am definitely a hater because i was too broke to go
625,1.10028546581764e+18,2019-02-26 06:44:32,0,0,0,1,abuser as far as customer support is concerned all are same never take tha ownership of a problem always try to blame customer it is your fault we are not responsible facebokads
626,1.12628845799379e+18,2019-05-09 00:51:08,0,1,0,1,we have talked a little today but hes slow at responding so i was like o ill check if hes on snapshot maybe thats the reason so i check his snap and see his location to see the last ti are he was on then i see the bitch who he was hanging out with during the ti are we broke up
627,1.10129919525478e+18,2019-03-01 01:52:43,0,0,0,1,how can people communicate with buyers or sellers in marketplace if you randomly ban them it frustrating to have an item up for sale and getting i ams but can not communicate fix this shit control your both
629,1.11926429392776e+18,2019-04-19 15:39:37,0,0,0,1,abuser thanks for the response i have tried the above said procedure but the same issue still and no response i got from the link you have shared above please help me
632,1.12917623368894e+18,2019-05-17 00:06:07,1,0,0,1,is there anyway to bypass this problem snap was able to bypass snapshot security detection for about days
633,1.1032722286517e+18,2019-03-06 12:32:51,0,0,0,1,to tap or to hold to video snapshot or instagram fail takers
634,1.10816222637067e+18,2019-03-20 00:23:58,4,2,2,1,kindly solve my problem first for past i have been trying to get in touch with face-on team still my face-on account is disabled kindly see to it on priority
636,1.09364334567355e+18,2019-02-07 22:51:07,0,0,0,1,i just got into a fight with the goole maps voice one sided obviously but seriously communication is key do not tell me to turn left at the last second lady goole driving in rush hour does not work like that trust broken goglemaps matric
637,1.10587860412941e+18,2019-03-13 17:09:40,0,0,0,1,abuser fix your shit
640,1.09877341549695e+18,2019-02-22 02:36:11,22,1,5,0,snapshot memories never fail to surprise me what pictures am i getting today dead dog my ex nudes of myself who the fuck knows anymore bcs i do not
641,1.13153838973013e+18,2019-05-23 12:32:29,1,0,0,1,your service is too bad i have lost control of my face-on account and after verifying also each ti are your application ask me to delete recently added phone no and mail and then add new mail and after sending top to new mail there is no space to enter top and verify please solve my problem
642,1.10602232202733e+18,2019-03-14 02:40:45,0,0,0,1,abuser hi guys any would why my pictures will not send on whatsit but my messages do odd bug today
643,1.12704586982673e+18,2019-05-11 03:00:49,1,0,0,0,abuser one of my favorite people to have a match with i loved the match we had last year at outbreak i enjoyed it by the way your snapshot stories are horrible just kidding all in all your a good friend of mine and a talented ro wrestler
644,1.10672599739369e+18,2019-03-16 01:16:54,2,0,0,0,samsung is working on phone with invisible camera behind screen goole maps platform adds new styles and gameplay options for mobile games goole is fixing fulscren chrome on mac to be more i aversive samsung goole abuser abuser
645,1.11357511732434e+18,2019-04-03 22:52:51,0,0,0,1,i am so tired of outlook having issues after updates that i have to pay ti are on fixing
646,1.11661825573131e+18,2019-04-12 08:25:12,1,1,0,1,abuser myself and another colleague are office for mac fast insiders both have an issue where when you tick to select a room in scheduling assistant in outlook outlook crashes i immediately just to let you know
648,1.11873192248888e+18,2019-04-18 04:24:10,0,0,0,1,abuser issue with my would in face-on it is seems like someone hack it please assist for below link bio usl
649,1.11671024076926e+18,2019-04-12 14:30:43,1,1,1,0,we even loaded them up for you next ti are you feel bad about not getting a snap from us think back to this picture also remind yourself that we do not have a snapshot laugh out loud usl
652,1.12339091980442e+18,2019-05-01 00:57:21,0,1,0,1,hi there if you see an error message when attempting to login please reach out to us here usl then select my account login i see an error message when i log in select yes to submit a support ticket
655,1.12453467922945e+18,2019-05-04 04:42:15,1,0,0,1,face-on after updating my application have found that i can not access some group pages anymore even though i am in the group upon further investigation have found a few other people have the same problem will there be a resolution to this
656,1.11068266040423e+18,2019-03-26 23:19:16,0,0,0,0,snapshot filter never fail to make you look beautiful
659,1.09250650851088e+18,2019-02-04 19:33:44,4,0,0,1,problem we face is face-on data leaks is face-on does do anything to fix
660,1.10764872807105e+18,2019-03-18 14:23:30,0,1,0,1,abuser so i updated and every are i unload a video it just plays the st video multiple ti ames yes i tried recollecting to different wife yes i restarted my device multiple ti ames yes i logged out and logged in yes i uninstaled and installed and still a problem
661,1.12912868633317e+18,2019-05-16 20:57:11,8,2,0,0,my friend has airports and the samsung ones and he says samsung is better samsung is the best but when it comes to snapshot it is the whole thing with the screenshot and sending pictures are only bad cause the camera is so good that it has to dial it down and make it crappy
662,1.10692803945003e+18,2019-03-16 14:39:44,10,6,1,0,i am curious if this snapshot was an older video or recent as posted i am sure tyres has been advised by the chiefs and his agent to withhold any social media posting but if his son does not have a broken arm like reports indicate then someone needs to make that public as soon as possible usl
667,1.13323947453467e+18,2019-05-28 05:11:59,0,0,0,1,abuser dear whatsit people i find it unbelievable that theres no onion emosi i urge you to solve this issue as soon as you can kind regards
668,1.11417942092598e+18,2019-04-05 14:54:09,0,0,0,0,right i saw the briefing script that belong to digital playground via snapshot and i notice wait are you sure it is reality king is probably you may have tweeter an error laugh out loud
669,1.10595211587114e+18,2019-03-13 22:01:46,0,0,0,1,well face-on and instagram down i have had to talk to my family their not a bad bunch aha
670,1.10600912128999e+18,2019-03-14 01:48:17,0,0,0,1,hi i have been facing problem since yesterday evening when can i expect face-on n instagram to work
671,1.12726240650829e+18,2019-05-11 17:21:15,3,0,1,1,abuser my account has been disabled by mistake i want help as soon as possible in this account i m having memories of my last years now face-on help center is not helping me in shorting this issue even i send my two of would for my verification but i m helpless
672,1.1059509472288e+18,2019-03-13 21:57:08,0,0,0,1,fix your application already
674,1.11970390792672e+18,2019-04-20 20:46:29,0,1,0,1,abuser why does my rear camera always shake whenever i try to use it my front facing camera is fine i only have this problem with snapshot
675,1.13299740570679e+18,2019-05-27 13:10:06,0,1,0,1,abuser over a year already reporting a ghost road that does not exist in real world when are you going to apply our fix requests do you know how many motorhome got stuck there usl
676,1.09905877738976e+18,2019-02-22 21:30:06,1,0,0,1,downside to new phone snapshot does me wrong with bad i damage quality upside couture and twitter at the same ti are
677,1.09819785451292e+18,2019-02-20 12:29:06,0,0,0,0,washable no kinks no problem take this tiny cube with you to print your documents usl via twitter usl more stuff add snapshot instagram assay usl
680,1.10597702929866e+18,2019-03-13 23:40:46,0,0,0,1,abuser like obs fix ourself fs
682,1.10641500142481e+18,2019-03-15 04:41:07,0,0,0,1,abusers have been locked out since your crash can not recover my account whats your suggestion since you do not answer the phone usl
683,1.1303331567317e+18,2019-05-20 04:43:19,6,0,0,0,ya though my my bts snap story was bad but you dint realize that half of them mysteriously refuse to unload or let me view them the devil works hard but my snapshot works harder usl
685,1.13022511247567e+18,2019-05-19 21:34:00,0,1,0,1,abuser my views for the same snap keep changing it went from to how is that even possible i think my snapshot is broken please help
687,1.12365187357415e+18,2019-05-01 18:14:17,0,0,0,1,abuser some fix word cross its say concept your intent my is fine so there problem and say system to busy come later weeks now will please fix than you
689,1.10894047971276e+18,2019-03-22 03:56:28,0,0,0,1,abuser i am having an issue logging into your application
