index,Unnamed: 0,Bug_report,appTitle,bug_report,comment,date,id,original_text,score,text,userName,Unnamed: 12,Unnamed: 13,topic_distribution
2741,2741,1,Facebook,,"['not', 'receive', 'login', 'code', 'do']",2019-02-19,606720,i am not recieving my login code. what to do now,1,i am not receiving my login code what to do now,AKSHAT JAIN,,,"[0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.033243486073674756, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.045822102425876025, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.045822102425876025, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.03953279424977539, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125]"
2745,2745,1,Facebook,,"['have', 'problem', 'not', 'freak', 'see', 'image', 'post', 'people', 'face']",2019-02-20,606741,imma havin a problem which s that i cannot freakin see images posted by people on facebook?!,4,ma having a problem which s that i can not freaking see image posted by people on face-on,,,,"[0.032859927596769714, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.032859927596769714, 0.030910609857978288, 0.02506265664160402, 0.02506265664160402, 0.042606516290726835, 0.05235310498468395, 0.028961292119186865, 0.02506265664160402, 0.02506265664160402, 0.027011974380395442, 0.02506265664160402, 0.02506265664160402, 0.02896129211918687, 0.027011974380395442, 0.02896129211918687, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.032859927596769714, 0.02506265664160402, 0.042606516290726835, 0.04065719855193541, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402]"
2748,2748,1,Facebook,,"['not', 'keep', 'notification', 'clear', 'keep', 'reappear', 'be', 'frustrating']",2019-02-20,606746,i cannot keep my notifications cleared out because they keep reappearing. this is very frustrating!,2,i can not keep my notification cleared out because they keep reappearing this is very frustrating,A Google User,,,"[0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.027994227994228005, 0.025974025974025986, 0.025974025974025986, 0.06233766233766238, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.04213564213564216, 0.025974025974025986, 0.025974025974025986, 0.04213564213564216, 0.044155844155844184, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.02799422799422801]"
2753,2753,1,Facebook,,"['able', 'open', 'application', 'immediately', 'update', 'keep', 'close', 'many', 'mb', 'update', 'couple', 'day', 'overall', 'frustrating', 'disappointing', 'service']",2019-02-20,606766,"i am only able to open this application once, immediately after an update. after this this keeps closing. why are there so many mb updates every couple of days overall a very frustrating and disappointing service.",1,i am only able to open this application once immediately after an update after this this keep closing why are there so many mb update every couple of day overall a very frustrating and disappointing service,,,,"[0.022321428571428565, 0.022321428571428565, 0.02926587301587301, 0.022321428571428565, 0.022321428571428565, 0.03447420634920635, 0.044890873015873016, 0.024057539682539677, 0.025793650793650792, 0.022321428571428565, 0.06572420634920635, 0.03447420634920634, 0.02405753968253968, 0.025793650793650792, 0.022321428571428565, 0.02405753968253968, 0.02405753968253968, 0.02579365079365079, 0.022321428571428565, 0.03447420634920635, 0.022321428571428565, 0.02405753968253968, 0.024057539682539677, 0.022321428571428565, 0.0275297619047619, 0.034474206349206345, 0.04141865079365079, 0.022321428571428565, 0.027529761904761897, 0.04836309523809525, 0.022321428571428565, 0.022321428571428565, 0.022321428571428565, 0.024057539682539677, 0.04141865079365079]"
2757,2757,1,Facebook,,"['thank', 'help', 'make', 'mail']",2019-02-19,606779,thanks for your help in making gmail,1,thanks for your help in making mail,,,,"[0.029050613956274337, 0.029050613956274333, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.029050613956274333, 0.045822102425876025, 0.026954177897574125, 0.026954177897574125, 0.05630428271937707, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.029050613956274337, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125]"
2766,2766,1,Facebook,,"['make', 'friend', 'request', 'invisible', 'change', 'format', 'news_feed', 'everything', 'be', 'not', 'be', 'confuse', 'worst', 'stop', 'use', 'face']",2019-02-19,606821,it has made friend request unvisible. and changing it format of news feed and everything. it is not like before. it is confusing and worst. am stopping to use facebook.,1,it has made friend request invisible and changing it format of news feed and everything it is not like before it is confusing and worst am stopping to use face-on,SRIVATSA AV,,,"[0.04304546677428033, 0.024213075060532684, 0.024213075060532684, 0.037395749260156035, 0.04116222760290556, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.04116222760290557, 0.027979553403282214, 0.02609631423190745, 0.024213075060532684, 0.02609631423190745, 0.024213075060532684, 0.03551251008878126, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.037395749260156035, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.0562281409739037, 0.026096314231907447, 0.024213075060532684, 0.02609631423190745, 0.04116222760290557, 0.02609631423190745, 0.024213075060532684]"
2768,2768,1,Facebook,,"['do', 'not', 'know', 'long', 'keep', 'not', 'stay', 'report', 'have', 'not', 'fix', 'find', 'messenger', 'not', 'include', 'have', 'download', 'messenger', 'disappoint', 'messenger', 'use', 'include', 'deleting']",2019-02-19,606829,i do not know how long i will keep this this will not stay on and i reported this and they have not fix this .then i found out messanger was not included you have to download messanger so i am disaoppointed about that messenger use to be included with this.i am deleting,1,i do not know how long i will keep this this will not stay on and i reported this and they have not fix this then i found out messenger was not included you have to download messenger so i am disappointed about that messenger use to be included with this am deleting,,,,"[0.022675736961451236, 0.022675736961451236, 0.08264046359284453, 0.022675736961451236, 0.022675736961451236, 0.022675736961451236, 0.0403124212648022, 0.03678508440413201, 0.022675736961451236, 0.022675736961451236, 0.0385487528344671, 0.022675736961451236, 0.022675736961451236, 0.03149407911312672, 0.022675736961451236, 0.022675736961451236, 0.022675736961451236, 0.03502141597379692, 0.027966742252456527, 0.022675736961451236, 0.036785084404131994, 0.022675736961451236, 0.022675736961451236, 0.022675736961451236, 0.022675736961451236, 0.038548752834467105, 0.02620307382212143, 0.022675736961451236, 0.054421768707482984, 0.022675736961451236, 0.02620307382212143, 0.02620307382212143, 0.022675736961451236, 0.022675736961451236, 0.022675736961451236]"
2769,2769,1,Facebook,,"['use', 'like', 'face', 'face', 'doe', 'not', 'want', 'download', 'store', 'mean', 'face', 'be', 'pain', 'neck', 'go', 'face', 'elite', 'fix', 'goodbye', 'good', 'luck']",2019-02-19,606831,i used to like this facebook but now this facebook does not want to download in the store i mean this facebook is a pain in the neck so i am going to facebook elite now until you can fix it goodbye and good luck,1,i used to like this face-on but now this face-on doe not want to download in the store i mean this face-on is a pain in the neck so i am going to face-on elite now until you can fix it goodbye and good luck,leanne Brown,,,"[0.021978021978021976, 0.023687423687423687, 0.021978021978021976, 0.023687423687423683, 0.03223443223443223, 0.027106227106227104, 0.025396825396825397, 0.021978021978021976, 0.03736263736263736, 0.033943833943833934, 0.021978021978021976, 0.12967032967032968, 0.021978021978021976, 0.028815628815628814, 0.021978021978021976, 0.023687423687423687, 0.025396825396825393, 0.021978021978021976, 0.021978021978021976, 0.021978021978021976, 0.021978021978021976, 0.021978021978021976, 0.025396825396825397, 0.021978021978021976, 0.023687423687423687, 0.03223443223443224, 0.023687423687423683, 0.023687423687423683, 0.033943833943833934, 0.03907203907203907, 0.021978021978021976, 0.021978021978021976, 0.021978021978021976, 0.035653235653235645, 0.021978021978021976]"
2775,2775,1,Facebook,,"['application', 'be', 'intrusive', 'take', 'considerable', 'effort', 'find', 'available', 'setting', 'deny', 'access', 'live', 'breath', 'route', 'device', 'be', 'not', 'possible', 'completely', 'instal', 'application']",2019-02-19,606848,this application is intrusive and takes considerable effort to find all the available settings to deny access to your every living breath. with out routing the device it is not possible to completely uninstall the application.,1,this application is intrusive and take considerable effort to find all the available setting to deny access to your every living breath with out routing the device it is not possible to completely instal the application,Andrew Forsythe,,,"[0.021321961620469076, 0.03624733475479744, 0.03458895996209429, 0.022980336413172233, 0.021321961620469076, 0.02298033641317223, 0.021321961620469076, 0.02298033641317223, 0.03624733475479744, 0.022980336413172233, 0.02961383558398483, 0.02795546079128168, 0.03790570954750059, 0.03458895996209429, 0.021321961620469076, 0.03293058516939113, 0.021321961620469076, 0.021321961620469076, 0.03790570954750059, 0.04951433309642264, 0.026297085998578534, 0.036247334754797425, 0.021321961620469076, 0.022980336413172233, 0.02463871120587538, 0.022980336413172233, 0.021321961620469076, 0.042880833925610054, 0.03458895996209429, 0.03458895996209429, 0.022980336413172233, 0.022980336413172233, 0.03458895996209429, 0.021321961620469076, 0.032930585169391124]"
2782,2782,1,Facebook,,"['number', 'social_medium', 'application', 'would', 'expect', 'much', 'well', 'result', 'face', 'page', 'not', 'unload', 'photo', 'update', 'general', 'information', 'page', 'error', 'occur', 'probably', 'do', 'not', 'experience', 'pretty', 'sure', 'not']",2019-02-19,606871,"for the number  social media application, i would expect much better results with facebook pages. cannot upload photos and update general informatiom without a page error occurring. most probably do not experience this but i am pretty sure i am not the only one.",4,for the number social medium application i would expect much better result with face-on page can not unload photo and update general information without a page error occurring most probably do not experience this but i am pretty sure i am not the only one,Samuel Polanco,,,"[0.043248217161260635, 0.020703933747412, 0.020703933747412, 0.02231423970554405, 0.020703933747412, 0.020703933747412, 0.020703933747412, 0.02392454566367609, 0.03358638141246835, 0.04163791120312859, 0.020703933747412, 0.03519668737060041, 0.03519668737060041, 0.030365769496204276, 0.023924545663676095, 0.020703933747412, 0.020703933747412, 0.02392454566367609, 0.030365769496204276, 0.04807913503565678, 0.04485852311939268, 0.048079135035656764, 0.036806993328732454, 0.02231423970554405, 0.022314239705544046, 0.020703933747412, 0.02553485162180814, 0.020703933747412, 0.020703933747412, 0.04002760524499654, 0.036806993328732454, 0.020703933747412, 0.031976075454336304, 0.030365769496204276, 0.020703933747412]"
2785,2785,1,Facebook,,"['always', 'super', 'log', 'face']",2019-02-19,606877,they s. always with tere suker and log you out by facebook!,1,they s always with there super and log you out by face-on,,,,"[0.026455026455026447, 0.04291593180482069, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.028512639623750724, 0.026455026455026447, 0.026455026455026447, 0.03674309229864785, 0.030570252792475005, 0.04291593180482069, 0.02851263962375073, 0.026455026455026447, 0.03674309229864784, 0.026455026455026447, 0.026455026455026447, 0.02851263962375073, 0.02851263962375073, 0.030570252792475, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.028512639623750724, 0.026455026455026447, 0.026455026455026447, 0.02851263962375073, 0.026455026455026447, 0.026455026455026447]"
